512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
1024 31250000
1024 31250000
1024 31250000
1024 31250000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 31250000
1024 31250000
2048 125000000
2048 140625000
2048 125000000
2048 140625000
2048 140625000
2048 140625000
2048 125000000
2048 125000000
2048 125000000
2048 140625000
4096 562500000
4096 562500000
4096 546875000
4096 562500000
4096 562500000
4096 578125000
4096 578125000
4096 562500000
4096 546875000
4096 562500000
8192 2375000000
8192 2375000000
8192 2390625000
8192 2359375000
8192 2421875000
8192 2359375000
8192 2359375000
8192 2375000000
8192 2390625000
8192 2359375000
16384 9562500000
16384 9656250000
16384 9671875000
16384 10250000000
16384 10046875000
16384 9656250000
16384 9625000000
16384 9765625000
16384 9546875000
16384 9500000000
32768 36937500000
32768 38812500000
32768 38937500000
32768 37171875000
32768 38734375000
32768 38171875000
32768 38640625000
32768 37046875000
32768 38468750000
32768 37156250000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
1024 31250000
1024 31250000
1024 15625000
1024 46875000
1024 0
1024 46875000
1024 31250000
1024 31250000
1024 31250000
1024 46875000
2048 140625000
2048 140625000
2048 140625000
2048 125000000
2048 140625000
2048 140625000
2048 125000000
2048 140625000
2048 140625000
2048 125000000
4096 578125000
4096 562500000
4096 562500000
4096 546875000
4096 562500000
4096 578125000
4096 562500000
4096 546875000
4096 578125000
4096 562500000
8192 2375000000
8192 2312500000
8192 2437500000
8192 2531250000
8192 2468750000
8192 2671875000
8192 2468750000
8192 2781250000
8192 2625000000
8192 2390625000
16384 10781250000
16384 12265625000
16384 12046875000
16384 11078125000
16384 11546875000
16384 11562500000
16384 11468750000
16384 11609375000
16384 12843750000
16384 13562500000
32768 45562500000
32768 45796875000
32768 45015625000
32768 44359375000
32768 44953125000
32768 45406250000
32768 44875000000
32768 44765625000
32768 45109375000
32768 45218750000
512 15625000
512 0
512 15625000
512 15625000
512 0
512 15625000
512 15625000
512 0
512 15625000
512 0
1024 46875000
1024 46875000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 46875000
2048 171875000
2048 171875000
2048 140625000
2048 171875000
2048 156250000
2048 171875000
2048 187500000
2048 156250000
2048 156250000
2048 171875000
4096 625000000
4096 703125000
4096 609375000
4096 671875000
4096 640625000
4096 703125000
4096 625000000
4096 718750000
4096 765625000
4096 781250000
8192 3062500000
8192 2875000000
8192 3031250000
8192 2781250000
8192 2796875000
8192 2687500000
8192 2796875000
8192 2687500000
8192 2656250000
8192 2625000000
16384 11265625000
16384 11593750000
16384 10953125000
16384 11328125000
16384 11359375000
16384 11156250000
16384 10812500000
16384 12062500000
16384 11625000000
16384 12093750000
32768 48312500000
32768 48281250000
32768 48093750000
32768 48578125000
32768 47734375000
32768 43937500000
32768 44890625000
32768 50078125000
32768 48265625000
32768 49156250000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
1024 31250000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 31250000
1024 15625000
1024 31250000
1024 31250000
1024 46875000
2048 140625000
2048 140625000
2048 140625000
2048 156250000
2048 140625000
2048 140625000
2048 156250000
2048 140625000
2048 140625000
2048 156250000
4096 609375000
4096 593750000
4096 578125000
4096 609375000
4096 593750000
4096 609375000
4096 593750000
4096 578125000
4096 593750000
4096 593750000
8192 2421875000
8192 2390625000
8192 2421875000
8192 2406250000
8192 2531250000
8192 2359375000
8192 2421875000
8192 2406250000
8192 2437500000
8192 2390625000
16384 9921875000
16384 10062500000
16384 9843750000
16384 9953125000
16384 9765625000
16384 9890625000
16384 9718750000
16384 9859375000
16384 9765625000
16384 9890625000
32768 38968750000
32768 38828125000
32768 38921875000
32768 38796875000
32768 38781250000
32768 38734375000
32768 38843750000
32768 38609375000
32768 38890625000
32768 38875000000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
512 0
512 15625000
1024 46875000
1024 31250000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 31250000
1024 46875000
1024 31250000
1024 31250000
2048 140625000
2048 140625000
2048 140625000
2048 156250000
2048 140625000
2048 140625000
2048 140625000
2048 140625000
2048 140625000
2048 140625000
4096 593750000
4096 562500000
4096 609375000
4096 609375000
4096 593750000
4096 578125000
4096 578125000
4096 609375000
4096 578125000
4096 593750000
8192 2437500000
8192 2515625000
8192 2453125000
8192 2453125000
8192 2421875000
8192 2421875000
8192 2453125000
8192 2421875000
8192 2437500000
8192 2437500000
16384 10000000000
16384 9984375000
16384 9968750000
16384 10046875000
16384 9984375000
16384 9968750000
16384 10046875000
16384 10093750000
16384 9875000000
16384 10015625000
32768 40031250000
32768 39906250000
32768 39890625000
32768 39812500000
32768 39921875000
32768 39781250000
32768 39843750000
32768 39750000000
32768 39812500000
32768 39843750000
